asrt	researchStatementLabel	assertType	objectURI	valueURI	label	homepage	source	dateAnnotated	whoAnnotated	evidence	evidenceVal	evidenceRole	object	precip	numericVal	evidenceVal	contVal	evidenceSource	evidenceType	evidenceStatement	objectDose	precipDose	numOfSubjects
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/728	terbinafine_increases_auc_paroxetine	increases_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00857	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00715	terbinafine increases the AUC of paroxetine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/terbinafine_increases_auc_paroxetine.html	DIKB	"09/15/2010 15:26:19
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/886	3.03	support	PAROXETINE	TERBINAFINE	3.03	3.03	high	http://www.ncbi.nlm.nih.gov/pubmed/17124578	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
NOTE: The AUC_i/AUC value given is the AUC_0-inf taken from Table 1.

route of administration: oral

study duration: 6 days

population: 12 healthy Japanese volunteers (9 male, 3 female)

tested for known CYP450 polymorphisms?
Yes -- CYP2D6 genotypes - 4 with no mutated allele, 6 with one mutated allele, 2 with 2 mutated alleles

ages: 20-35

description:
SUBJECTS: Twelve healthy Japanese volunteers (nine males, three females) were enrolled in this study. Their mean +/- SD of age (range) was 24.8 +/- 2.5 (20–35) years and mean body weight was 58.3 +/- 8.5 (46–75) kg. The subjects had the following CYP2D6 genotypes: wt/wt (4 subjects), *10/wt (6), *10/*10 (1) and *5/*10 (1), respectively. No subjects regarded as poor metabolizers were included. These patients were divided into three groups according to the number of mutated alleles: no mutated allele in 4, one mutated allele in 6 and two mutated alleles in 2 subjects.

METHODS: A randomized crossover study design was conducted at intervals of 4 weeks. One capsule containing either 125 mg of terbinafine or a matched placebo with 240 ml of tap water was given once daily at 0800 hours for 6 days. Compliance of the test drug was confirmed by pill-count.

RESULTS: The AUC (0–48) of paroxetine during trebinafine treatment was higher than placebo by 2.53-fold (1.85, 4.58-fold). The total AUC of paroxetine during trebinafine treatment was higher than placebo by 2.88-fold (1.99, 5.41-fold).

"	0.02	0.125	12
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/736	sertraline_increases_auc_desipramine	increases_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01104	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01151	sertraline increases the AUC of desipramine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/sertraline_increases_auc_desipramine.html	DIKB	"05/05/2009 15:37:50
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/897	1.2	support	DESIPRAMINE	SERTRALINE	1.54	1.2	medium	http://www.ncbi.nlm.nih.gov/pubmed/8195463	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	"Route of administration: oral (inferred because IV formulations do not appear to be available for sertraline and desipramine)

study duration: see below

population: 9 healthy males; all extensive metabolizers of dextromethorphan (o-demethylation)

ages: mean(std dev): &quot;adults&quot; but no mention of age. It can be inferred that these were healthy male adults and not exclusively elderly or children

Description:
The pharmacokinetic interactions of sertraline and fluoxetine with the tricyclic antidepressant desipramine were studied in 18 healthy male volunteers phenotyped as extensive metabolizers of dextromethorphan. Concentrations in plasma were determined after 7 days of desipramine (50 mg/day) dosing alone, during the 21 days of desipramine and selective serotonin reuptake inhibitor (SSRI) coadministration (fluoxetine, 20 mg/day; sertraline, 50 mg/day), and for 21 days of continued desipramine administration after SSRI discontinuation. Desipramine Cmax was increased 4.0-fold versus 31% and AUC0-24 was increased 4.8-fold versus 23% for fluoxetine versus sertraline, respectively, relative to baseline after 3 weeks of coadministration. Desipramine trough concentrations approached baseline within 1 week of sertraline discontinuation but remained elevated for the 3-week follow-up period after fluoxetine discontinuation. Concentrations of SSRIs and their metabolites correlated significantly with desipramine concentration changes (for fluoxetine/norfluoxetine, r = 0.94 to 0.96; p &lt; 0.001; for sertraline/desmethylsertraline, r = 0.63; p &lt; 0.01). Thus, sertraline had less pharmacokinetic interaction with desipramine than did fluoxetine at their respective, minimum, usually effective doses."	0.05	0.05	9
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/736	sertraline_increases_auc_desipramine	increases_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01104	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01151	sertraline increases the AUC of desipramine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/sertraline_increases_auc_desipramine.html	DIKB	"05/05/2009 16:11:50
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/898	1.37	support	DESIPRAMINE	SERTRALINE	1.54	1.37	medium	http://www.ncbi.nlm.nih.gov/pubmed/9241008	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	" Route of administration: oral (inferred because IV formulations do not appear to be available for sertraline and desipramine)

study duration: see below

population: 17 volunteers (design called for 24 but several dropped out or were excluded due to non-compliance); all participants were extensive metabolizers of dextromethorphan (o-demethylation)

ages: mean(std dev): 30.4 (+/-5.2)

AUC_i/AUC (24 hour): 838 / 611 = 1.37

NOTE: AUC increase mentioned is for the phase of the study using 50mg of paroxetine.

Description:
The pharmacokinetics of desipramine when coadministered with the selective serotonin reuptake inhibitors (SSRIs) paroxetine and sertraline were studied in 24 healthy male volunteers (CYP2D6 extensive metabolizers). Desipramine (50 mg/day) was administered for 23 days in each phase of the crossover study with a 7-day drug-free period between phases. In addition, subjects were randomly assigned to receive concomitant paroxetine (20 mg/day on days 8 through 17 followed by 30 mg/day on days 18 through 20) or sertraline (50 mg/day on days 8 through 17 and 100 mg/day on days 18 through 20). SSRI treatments were switched between phases. After 10 days of coadministration at the lower dose, mean desipramine maximum concentration in plasma (Cmax) relative to baseline increased from 37.8 to 173 ng/mL (+358%) with paroxetine versus from 36.1 to 51.9 ng/mL (+44%) with sertraline; the mean desipramine 24-hour area under the concentration-time curve (AUC[24]) increased from 634 to 3,305 ng x h/mL (+421%) with paroxetine versus from 611 to 838 ng x h/mL (+37%) with sertraline; and the mean desipramine trough value (C0) increased from 18.5 to 113 ng/mL (+511%) with paroxetine versus from 18.3 to 21.8 ng/mL (+19%) with sertraline (all increases, p &lt; 0.001). An approximately 10-fold increase in the Cmax and AUC(24) of paroxetine and an approximately 2-fold increase in these parameters for sertraline occurred simultaneously with the desipramine concentration changes. Thus, when coadministered with 50 mg/day desipramine, sertraline had significantly less pharmacokinetic interaction than paroxetine with desipramine at the recommended starting dosages of 50 mg/day and 20 mg/day, respectively."	0.05	0.05	17
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/736	sertraline_increases_auc_desipramine	increases_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01104	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01151	sertraline increases the AUC of desipramine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/sertraline_increases_auc_desipramine.html	DIKB	"05/05/2009 16:37:01
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/899	1.54	support	DESIPRAMINE	SERTRALINE	1.54	1.54	medium	http://www.ncbi.nlm.nih.gov/pubmed/9284850	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	"
Route of administration: oral

study duration: PK values of a single dose of desipramine was compared with the same values after eight days of treatment with desipramine + sertraline

population: 6 healthy males, all participants were extensive metabolizers of dextromethorphan (o-demethylation) (c.f. page 154, paragraph 3). 

ages: mean(std dev):42 (9)

AUC_i/AUC (24 hour): 796/516 = 1.54

Description: 
Participants received a 50 mg single dose of either desipramine or imipramine under three conditions: alone, after a single 150 mg dose of sertraline, and after the eighth daily 150 mg dose of sertraline. Plasma samples were analyzed for desipramine or imipramine concentration by HPLC with electrochemical detection, and pharmacokinetics were determined with use of noncompartmental analysis of individual data. RESULTS: Multiple-dose, but not single-dose, treatment with sertraline significantly reduced apparent plasma clearance (CL/F) and prolonged the half-life of desipramine relative to baseline. These changes resulted in higher plasma desipramine concentrations, as indicated by a significant increase in maximum plasma concentration (Cmax) and area under the plasma concentration-time curve extrapolated to infinity [AUC(0-infinity)] (22% and 54%, respectively). Both single- and multiple-dose treatment with sertraline significantly reduced the CL/F of imipramine. This effect was stronger after multiple predoses of sertraline, when imipramine Cmax and AUC(0-infinity) were increased by 39% and 68%, respectively. These treatment effects were consistent between individuals."	0.05	0.15	6
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/740	fluvoxamine_increases_auc_mexiletine	increases_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00176	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00379	fluvoxamine increases the AUC of mexiletine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_increases_auc_mexiletine.html	DIKB	"09/16/2010 11:13:14
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/905	1.55	support	MEXILETINE	FLUVOXAMINE	1.55	1.55	medium	http://www.ncbi.nlm.nih.gov/pubmed/11240973	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
NOTE: The AUC_i/AUC value given is the AUC_0-inf calculated from Table 1.

route of administration: oral

study duration: 8 days

population: 6 healthy Japanese volunteers (all male); 3 smokers, 3 nonsmokers

tested for known CYP450 polymorphisms?
NO

ages: 26-36

description:
SUBJECTS: Six healthy male Japanese volunteers who had given informed consent participated in this study. Their mean age and body weight were 31 +/- 4 years (range, 26-36 years) and 66.3 +/- 5.1 kg (range, 57-72 kg), respectively. Three subjects were nonsmokers and three were smokers (20-40 cigarettes per day). All subjects were in good health as assessed by medical history, physical examination, routine hematology, blood chemistry, urinary tests, and cardiac function (electrocardiography).

STUDY DESIGN: A randomized crossover design with two phases was used. A 7-day washout period separated the two treatment conditions. Each subject received an oral dose of mexiletine (200 mg) at 7:00 AM with 100 mL of water. In the one phase, they received mexiletine alone (study 1); in the other phase, they received fluvoxamine (50 mg twice a day) for 7 days, and on the eighth day they received mexiletine and fluvoxamine concomitantly at 7:00 AM (study 2). Each subject fasted overnight for at least 10 hours before the administration of mexiletine at 7:00 AM and continued to fast for an additional 6 hours after administration. The subjects were instructed not to take any medications or drink anything that included caffeine or alcoholic beverages for 1 week before the study and throughout the study.

RESULTS: The area under the concentration-time curve and serum peak concentration of mexiletine in study 2 were significantly increased compared with those in study 1 (10.4 +/- 4.85 versus 6.70 +/- 3.21 µg x h/mL, P = .006 and 0.623 +/- 0.133 versus 0.536 +/- 0.164 µg/mL, P = .008, respectively).




"	0.2	0.1	6
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/752	fluvoxamine_increases_auc_omeprazole	increases_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00176	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00338	fluvoxamine increases the AUC of omeprazole 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_increases_auc_omeprazole.html	DIKB	"09/15/2010 15:02:35
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/918	1.74	support	OMEPRAZOLE	FLUVOXAMINE	1.74	1.74	medium	http://www.ncbi.nlm.nih.gov/pubmed/11907488	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	"NOTE; The precipitant drug dose is the Period 3 dose of the EMs. The AUC_i/AUC is the combined (both EMs and PMs) AUC_0-8h of Period 3.

route of administration: oral

study duration: Period 1 - 3 days, Periods 2 and 3 - 7 days

population: 10 healthy volunteers, all Caucasian, all nonsmokers

tested for known CYP450 polymorphisms?
Yes -- CYP2D6 phenotyping - 5 extensive metabolizers, 5 poor metabolizers

ages: 22-45

description:
SUBJECTS: Twelve healthy white subjects, 6 men and 6 women, aged 22 to 45 years (mean, 30 years) and weighing 56 to 94 kg (mean, 81 kg for the men and 69 kg for the women), participated in this study, which included 7 EMs and 5 PMs of debrisoquin. The debrisoquin metabolic ratio (MR) ranged from 0.57 to 2.2 in EMs and from 35 to 260 in PMs. Genotyping of CYP2D6 and CYP2C19 was performed in 1 subject (subject No. 12) by the methods of Heim and Meyer (CYP2D6*3 and *4) and de Morais et al (CYP2C19*2). All subjects were healthy as assessed by medical history, physical examination, urine drug screen, standard 12-lead electrocardiogram, virologic testing, and routine laboratory analyses. All were nonsmokers and had been drug-free for at least 1 week before the study.
Two EM subjects (subjects No. 1 and No. 4) were not able to participate in period 3 because of travel abroad and, therefore, were replaced by 2 new EMs (subjects No. 12 and No. 13). They also followed the protocol in period 1 before entering period 3.

METHODS: Single oral doses of 100 mg caffeine and 20 mg omeprazole were given separately to 5 EMs and 5 PMs of debrisoquin to assess the activity of CYP1A2 and CYP2C19, respectively. Initially, a single oral dose of fluvoxamine (25 mg to PMs and 50 mg to EMs) was given [Period 1], followed by 1 week of daily administration of 25 mg × 2 to EMs and 25 mg × 1 to PMs [Period 2]. Caffeine (day 6) and omeprazole (day 7) were again administered at the steady state of fluvoxamine. Later the study protocol was repeated with a lower dose of fluvoxamine, 10 mg × 2 to EMs and 10 mg × 1 to PMs for 1 week [Period 3]. Concentrations of fluvoxamine, caffeine, omeprazole, and their metabolites were analyzed by HPLC methods in plasma and urine.
Because fluvoxamine kinetics is partly dependent on the polymorphic enzyme CYP2D6, we gave double the dose of fluvoxamine to EMs of debrisoquin compared with PMs of debrisoquin to obtain similar plasma concentrations of fluvoxamine.

RESULTS: The geometric means of omeprazole AUC(0-8 h) increased with 174% (P &lt; .001) with 10 mg x 1 or x 2 [Period 3] and 330% (P &lt; .001) with 25 mg x 1 or × 2 of fluvoxamine [Periods 1-2]."	0.02	0.02	10
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/769	erythromycin_increases_auc_midazolam	increases_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00199	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00683	erythromycin increases the AUC of midazolam 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/erythromycin_increases_auc_midazolam.html	DIKB	"10/16/2007 09:57:09
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/940	4.417	support	MIDAZOLAM	ERYTHROMYCIN	4.417	4.417	high	http://www.ncbi.nlm.nih.gov/pubmed/8453848	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
Route of administration: oral

study duration: 5 days pretreatment with erythromycin, midazolam on the 6th day

Dosing: 500mg erythromycin t.i.d, 15mg midazolam

population: 12
male: 3
female: 9

ages:18-29

AUC_i/AUC = 53/12 micG*min/ml = 4.417

Quote: 
&quot;
Interaction between erythromycin and midazolam was investigated in two double-blind, randomized, crossover studies. In the first study, 12 healthy volunteers were given 500 mg erythromycin three times a day or placebo for 1 week. On the sixth day, the subjects ingested 15 mg midazolam. In the second study, midazolam (0.05 mg/kg) was given intravenously to six of the same subjects, after similar pretreatments. Plasma samples were collected, and psychomotor performance was measured. Erythromycin increased the area under the midazolam concentration-time curve after oral intake more than four times (p &lt; 0.001) and reduced clearance of intravenously administered midazolam by 54% (p &lt; 0.05). In psychomotor tests (e.g., saccadic eye movements), the interaction between erythromycin and orally administered midazolam was statistically significant (p &lt; 0.05) from 15 minutes to 6 hours. Metabolism of both erythromycin and midazolam by the same cytochrome P450IIIA isozyme may explain the observed pharmacokinetic interaction. Prescription of midazolam for patients receiving erythromycin should be avoided or the dose of midazolam should be reduced by 50% to 75%.&quot;"	0.015	0.5	12
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/800	erythromycin_increases_auc_atorvastatin	increases_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00199	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01076	erythromycin increases the AUC of atorvastatin 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/erythromycin_increases_auc_atorvastatin.html	DIKB	"10/16/2007 09:50:31
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/976	1.325	support	ATORVASTATIN	ERYTHROMYCIN	1.325	1.325	medium	http://www.ncbi.nlm.nih.gov/pubmed/10234598	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	"
Route of administration: oral

study duration: a single 10mg reference dose of atorvastatin, 2 wk washout, then 12 days erythromycin (500mg qid) with a single 10mg dose on day 7 of atorvastatin 

population: 12 healthy adults (on withdrew before study completion_
male: 8
female: 4
ages: 22-57 years

AUC_i/AUC: 167/126 ng*hr/ml = 1.325 (CI: 5.9 to 65.4)

NOTE: The 0-infinity AUC values were used

Quote: 
&quot;
The effect of erythromycin on the pharmacokinetics of atorvastatin, an inhibitor of HMG-CoA reductase, was investigated in 12 healthy volunteers. Each subject received a single 10 mg dose of atorvastatin on two separate occasions, separated by 2 weeks. Erythromycin (500 mg qid) was given from 7 days before through 4 days after the second atorvastatin dose. Atorvastatin concentrations were determined by an enzyme inhibition assay, which measured both atorvastatin and active metabolites. When erythromycin was coadministered with atorvastatin, mean Cmax and AUC(0-infinity) increased by 37.7% and 32.5%, respectively. Mean terminal half-life was similar following each atorvastatin dose. Possible mechanisms for this interaction include erythromycin inhibition of first-pass conversion of atorvastatin to inactive metabolites and erythromycin inhibition of P-glycoprotein-mediated intestinal or biliary secretion.&quot;"	0.01	0.5	11
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/821	clarithromycin_increases_auc_lansoprazole	increases_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01211	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00448	clarithromycin increases the AUC of lansoprazole 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/clarithromycin_increases_auc_lansoprazole.html	DIKB	"08/23/2010 13:04:42
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/1003	1.71	support	LANSOPRAZOLE	CLARITHROMYCIN	1.71	1.71	medium	http://www.ncbi.nlm.nih.gov/pubmed/16778714	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"NOTE: The AUC_i/AUC is from the heterozygous EMs and calculated from Table 1.

route of administration: oral

study duration: 6 days

population: 18 healthy volunteers (9 male, 9 female), all Japanese

tested for known CYP450 polymorphisms?
Yes -- CYP2C19 genotypes - 6 homozygous EMs, 6 heterozygous EMs, 6 homozygous PMs

ages: mean 25.1 years (+/- 3.8)

description:
Eighteen healthy Japanese volunteers (9 men and 9 women) who were H. pylori-negative were enrolled in this study. Their mean age was 25.1 +/- 3.8 years and mean body weight was 56.6 +/- 13.3 kg. Most subjects in this study had participated in our previous studies. The mutated alleles for CYP2C19, CYP2C19*3(*3), and CYP2C19*2(*2) had been identified using polymerase chain reaction-restriction fragment length polymorphism methods of De Morais et al, before this study. The CYP2C19 genotype analyses revealed 5 different patterns as follows: *1/*1 in 6, *1/*2 in 3, *1/*3 in 3, *2/*2 in 5, and *2/*3 in 1. These were divided into 3 groups, homozygous EMs (*1/*1, n=6), heterozygous EMs (*1/*2 and *1/*3, n=6), and PMs (*2/*2 and *2/*3, n=6).
METHODS: A randomized double-blind placebo-controlled crossover study design in 3 phases was conducted at intervals of 2 weeks. Clarithromycin (400 mg) as a capsule containing the equivalent of 2 tablets, fluvoxamine (25 mg) as a capsule containing the equivalent of a tablet, or matched placebo was given orally twice a day (9 AM, 9 PM) for 6 days. Six volunteers within each group were allocated to each of the 3 different drug sequences: placebo-clarithromycin-fluvoxamine, fluvoxamine-placebo-clarithromycin, or clarithromycin-fluvoxamine-placebo. On day 6, they took a single oral 60-mg dose of lansoprazole with 400 mg dose of clarithromycin, 25mg dose of fluvoxamine, or placebo after overnight fasting (9 AM). No other medications were taken during the study periods. No meal was allowed until 4 hours after the dosing (1 PM). The use of alcohol, tea, coffee, and cola was forbidden during the test days.
RESULTS: Clarithromycin treatment significantly increased Cmax and AUC_0-24 of lansoprazole in heterozygous EMs (P&lt;0.05) and in PMs (P&lt;0.01), and prolonged elimination half-life by 1.6-fold (P&lt;0.05) in PMs. Calculated from Table 1, the AUC_i/AUC were: 1.62 (homozygous EMs), 1.71 (heterozygous EMs [p&lt;0.05]), and 1.89 (PMs [p&lt;0.01])."	0.06	0.8	18
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/822	fluvoxamine_increases_auc_clozapine	increases_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00176	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00363	fluvoxamine increases the AUC of clozapine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_increases_auc_clozapine.html	DIKB	"09/16/2010 14:13:21
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/1004	2.84	support	CLOZAPINE	FLUVOXAMINE	2.84	2.84	high	http://www.ncbi.nlm.nih.gov/pubmed/10445377	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	"
route of administration: oral

study duration: 16 days

population: 9 nonsmoking, stable schizophrenic patients, physically healthy (all male)

tested for known CYP450 polymorphisms?
YES -- CYP2D6 phenotyping - all extensive metabolizers

ages: mean age 38.0 +/- 12.4

description:
SUBJECTS:Nine non-smoking stable schizophrenic patients (mean age 38.0 +/- 12.4 years and weight 59.1 +/- 12.3 kg) gave informed consent to participated in this study. Each patient met the DSM-IV criteria for schizophrenia, had not previously received CLZ or FLV and had not consumed beverages containing caffeine, alcohol or grapefruit juice for at least 1 month prior to the study. Patients were also not taking any known CYP1A2 inducers or inhibitors or other routinely prescribed medications. Only lorazepam “as needed” 2 mg every 4–6 h was allowed during the study. All patients were evaluated to be physically healthy by physical examination, medical history, and routine hematological, biochemical and urinalysis tests. These patients were not classified as refractory schizophrenics by the criteria proposed by Kane et al. (1988). Prior to the study, these patients were phenotyped with dextromethorphan and all subjects were extensive metabolizers of CYP2D6 (Lane et al. 1996). Also, prior to the study, these patients were also administered a test dose of caffeine 200 mg and CYP1A2 status was evaluated. Caffeine and metabolite ratios were within values previously reported by other investigators, indicating the absence of any unusual metabolizers of CYP1A2 in this group of patients (Bertilsson et al. 1994).

METHODS: On the first study day at 8:00 a.m., each patient received a single CLZ 50 mg dose (two 25 mg tablets). Venous blood samples (5 ml) were collected in heparinized tubes and obtained prior to the dosage administration and at 0.5, 1, 1.5, 2, 2.5, 3, 4, 5, 6, 8, 10, 12, 24, 36 and 48 h post-drug. The blood samples were centrifuged at 3000 rpm for 15 min and the separated plasma frozen at 920°C until assay. FLV 50 mg was administered twice a day to each patient from day 3 to day 16. On day 15, CLZ 50 mg was given as a single dose. Blood samples were obtained at the same times during the first study period.

RESULTS: The total AUC of CLZ increased by a factor of 2.84 upon FLV addition (t = 5.364, P = 0.0007).
"	0.05	0.1	9
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/892	fluvoxamine_increases_auc_thioridazine	increases_auc	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00176	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00679	fluvoxamine increases the AUC of thioridazine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_increases_auc_thioridazine.html	DIKB	"06/16/2009 16:50:58
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/1091	3	support	THIORIDAZINE	FLUVOXAMINE	3.0	3	high	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/56b3f4c2-52af-4947-b225-6808ae9f26f5	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"
&quot;The effect of fluvoxamine (25 mg b.i.d. for one week) on thioridazine steady state concentration was evaluated in 10 male in-patients with schizophrenia. Concentrations of thioridazine and its two active metabolites, mesoridazine and sulforidazine, increased three-fold following co-administration of fluvoxamine. Fluvoxamine and thioridazine should not be co-administered.&quot;"		0.025	
