asrt	researchStatementLabel	assertType	objectURI	valueURI	label	homepage	source	dateAnnotated	whoAnnotated	evidence	evidenceRole	evidenceSource	evidenceType	evidenceStatement
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/513	nefazodone_substrate_of_cyp2c8	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01149	http://purl.obolibrary.org/obo/PR_000006119		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/nefazodone_substrate_of_cyp2c8.html	DIKB							
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/532	iloperidone_substrate_of_cyp2d6	substrate_of		http://purl.obolibrary.org/obo/PR_000006121		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/iloperidone_substrate_of_cyp2d6.html	DIKB	"01/11/2010 18:29:32
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/630	support	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/33f60b40-3fca-11de-8f56-0002a5d5c51b	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	Fluoxetine: Co-administration of fluoxetine (20 mg twice daily for 21 days), a potent inhibitor of CYP2D6, with a single 3 mg dose of iloperidone to 23 healthy volunteers, ages 29-44, who were classified as CYP2D6 extensive metabolizers, increased the AUC of iloperidone and its metabolite P88, by about 2-3 fold, and decreased the AUC of its metabolite P95 by one-half. Iloperidone doses should be reduced by one-half when administered with fluoxetine. When fluoxetine is withdrawn from the combination therapy, the iloperidone dose should be returned to the previous level. Other strong inhibitors of CYP2D6 would be expected to have similar effects and would need appropriate dose reductions. When the CYP2D6 inhibitor is withdrawn from the combination therapy, iloperidone dose could then be increased to the previous level.
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/532	iloperidone_substrate_of_cyp2d6	substrate_of		http://purl.obolibrary.org/obo/PR_000006121		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/iloperidone_substrate_of_cyp2d6.html	DIKB	"01/11/2010 18:32:05
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/631	support	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/33f60b40-3fca-11de-8f56-0002a5d5c51b	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	Paroxetine: Co-administration of paroxetine (20 mg/day for 5-8 days), a potent inhibitor of CYP2D6, with multiple doses of iloperidone (8 or 12 mg twice daily) to patients with schizophrenia ages 18-65 resulted in increased mean steady-state peak concentrations of iloperidone and its metabolite P88, by about 1.6 fold, and decreased mean steady-state peak concentrations of its metabolite P95 by one-half. Iloperidone doses should be reduced by one-half when administered with paroxetine. When paroxetine is withdrawn from the combination therapy, the iloperidone dose should be returned to the previous level. Other strong inhibitors of CYP2D6 would be expected to have similar effects and would need appropriate dose reductions. When the CYP2D6 inhibitor is withdrawn from the combination therapy, iloperidone dose could then be increased to previous levels.
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/533	pantoprazole_substrate_of_cyp3a4	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00213	http://purl.obolibrary.org/obo/PR_000006130		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/pantoprazole_substrate_of_cyp3a4.html	DIKB	"09/24/2009 13:18:40
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/632	support	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/742ca9f4-9fba-44d4-29a8-1fe3a04f1af6	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"

Metabolism

Pantoprazole is extensively metabolized in the liver through the cytochrome P450 (CYP) system. Pantoprazole metabolism is independent of the route of administration (intravenous or oral). The main metabolic pathway is demethylation, by CYP2C19, with subsequent sulfation; other metabolic pathways include oxidation by CYP3A4. There is no evidence that any of the pantoprazole metabolites have significant pharmacologic activity. "
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/546	venlafaxine_substrate_of_cyp2d6	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00285	http://purl.obolibrary.org/obo/PR_000006121		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/venlafaxine_substrate_of_cyp2d6.html	DIKB	"05/15/2009 10:28:04
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/648	support	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/cf2d9bee-f8e3-477a-e4b4-f0e82657b7d2	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"Drugs that Inhibit Cytochrome P450 Isoenzymes

CYP2D6 Inhibitors: In vitro and in vivo studies indicate that venlafaxine is metabolized to its active metabolite, ODV, by CYP2D6, the isoenzyme that is responsible for the genetic polymorphism seen in the metabolism of many antidepressants. Therefore, the potential exists for a drug interaction between drugs that inhibit CYP2D6-mediated metabolism and venlafaxine. However, although imipramine partially inhibited the CYP2D6-mediated metabolism of venlafaxine, resulting in higher plasma concentrations of venlafaxine and lower plasma concentrations of ODV, the total concentration of active compounds (venlafaxine plus ODV) was not affected. Additionally, in a clinical study involving CYP2D6-poor and -extensive metabolizers, the total concentration of active compounds (venlafaxine plus ODV), was similar in the two metabolizer groups. Therefore, no dosage adjustment is required when venlafaxine is coadministered with a CYP2D6 inhibitor.

"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/546	venlafaxine_substrate_of_cyp2d6	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00285	http://purl.obolibrary.org/obo/PR_000006121		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/venlafaxine_substrate_of_cyp2d6.html	DIKB	"06/20/2009 14:01:46
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/649	support	http://www.ncbi.nlm.nih.gov/pubmed/10192828	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem	"
Enzyme system: human liver microsomes:

NADPH added: yes

inhibitor used: paroxetine

reaction: venlafaxine --&gt; O-desmethylvenlafaxine

Quote: 
&quot;All six SSRIs inhibited the formation of ODV with PX being the most potent and DES being the least potent (Table 3).&quot;

K_i for paroxetine vs O-desmethylvenlafaxine formation: 0.17micM"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/546	venlafaxine_substrate_of_cyp2d6	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00285	http://purl.obolibrary.org/obo/PR_000006121		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/venlafaxine_substrate_of_cyp2d6.html	DIKB	"06/20/2009 14:04:45
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/650	support	http://www.ncbi.nlm.nih.gov/pubmed/10192828	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem	"

Enzyme system: human liver microsomes:

NADPH added: yes

inhibitor used: quinidine

reaction: venlafaxine --&gt; O-desmethylvenlafaxine

Quote: 
&quot;All six SSRIs [including quinidine] inhibited the formation of ODV with PX being the most potent and DES being the least potent (Table 3).&quot;

K_i for quinidine vs O-desmethylvenlafaxine formation: 0.04micM"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/547	voriconazole_substrate_of_cyp2c9	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00582	http://purl.obolibrary.org/obo/PR_000006120		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/voriconazole_substrate_of_cyp2c9.html	DIKB	009242009	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/651	support	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/ce3ef5cf-3087-4d92-9d94-9eb8287228db	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"
Metabolism

In vitro studies showed that voriconazole is metabolized by the human hepatic cytochrome P450 enzymes, CYP2C19, CYP2C9 and CYP3A4 "
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/552	aripiprazole_substrate_of_cyp3a4	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01238	http://purl.obolibrary.org/obo/PR_000006130		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/aripiprazole_substrate_of_cyp3a4.html	DIKB	"04/29/2009 19:50:52
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/655	support	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/c040bd1d-45b7-49f2-93ea-aed7220b30ac	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"Both CYP3A4 and CYP2D6 are responsible for aripiprazole metabolism. Agents that induce CYP3A4 (eg, carbamazepine) could cause an increase in aripiprazole clearance and lower blood levels. Inhibitors of CYP3A4 (eg, ketoconazole) or CYP2D6 (eg, quinidine, fluoxetine, or paroxetine) can inhibit aripiprazole elimination and cause increased blood levels.

Ketoconazole and Other CYP3A4 Inhibitors

Coadministration of ketoconazole (200 mg/day for 14 days) with a 15 mg single dose of aripiprazole increased the AUC of aripiprazole and its active metabolite by 63% and 77%, respectively. The effect of a higher ketoconazole dose (400 mg/day) has not been studied. When ketoconazole is given concomitantly with aripiprazole, the aripiprazole dose should be reduced to one-half of its normal dose. Other strong inhibitors of CYP3A4 (itraconazole) would be expected to have similar effects and need similar dose reductions; moderate inhibitors (erythromycin, grapefruit juice) have not been studied. When the CYP3A4 inhibitor is withdrawn from the combination therapy, the aripiprazole dose should be increased.

Quinidine and Other CYP2D6 Inhibitors

Coadministration of a 10 mg single dose of aripiprazole with quinidine (166 mg/day for 13 days), a potent inhibitor of CYP2D6, increased the AUC of aripiprazole by 112% but decreased the AUC of its active metabolite, dehydro-aripiprazole, by 35%. Aripiprazole dose should be reduced to one-half of its normal dose when quinidine is given concomitantly with aripiprazole. Other significant inhibitors of CYP2D6, such as fluoxetine or paroxetine, would be expected to have similar effects and should lead to similar dose reductions. When the CYP2D6 inhibitor is withdrawn from the combination therapy, the aripiprazole dose should be increased. When adjunctive ABILIFY is administered to patients with Major Depressive Disorder, ABILIFY should be administered without dosage adjustment as specified in DOSAGE AND ADMINISTRATION (2.3).

Carbamazepine and Other CYP3A4 Inducers

Coadministration of carbamazepine (200 mg twice daily), a potent CYP3A4 inducer, with aripiprazole (30 mg/day) resulted in an approximate 70% decrease in Cmax and AUC values of both aripiprazole and its active metabolite, dehydro-aripiprazole. When carbamazepine is added to aripiprazole therapy, aripiprazole dose should be doubled. Additional dose increases should be based on clinical evaluation. When carbamazepine is withdrawn from the combination therapy, the aripiprazole dose should be reduced."
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/552	aripiprazole_substrate_of_cyp3a4	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01238	http://purl.obolibrary.org/obo/PR_000006130		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/aripiprazole_substrate_of_cyp3a4.html	DIKB	"05/06/2009 14:19:26
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/656	support	http://www.ncbi.nlm.nih.gov/pubmed/15770075	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	"Route of administration: oral

study duration: Two phases : Phase I - a single dose of aripiprazole; Phase II - 7 days pre-treatment with ITZ, single dose of aripiprazole with ITZ, then ITZ alone or 14 more days; a 35 day washout between Phase I and II

population: 24 healthy adult Japanese males

meean age (SD): 23.2 (2.4)

AUC_i/AUC (336hr): 1075/736 = 1.48

Description:
The objective of the present study was to investigate the influence of itraconazole (hereafter referred to as ITZ) co-administration (CYP3A4 inhibition) on the pharmacokinetics of ARIPIPRAZOLE administered to 24 healthy adult male volunteers in a fasting condition. The influence of CYP3A4 inhibition was also examined by CYP2D6 genotype. All subjects were administered a single oral dose of ARIPIPRAZOLE alone in Period I and a single oral dose of ARIPIPRAZOLE following administration of ITZ at 100 mg/day for 7 consecutive days in Period II. The pharmacokinetic parameters of ARIPIPRAZOLE and its main metabolite OPC-14857 were determined. Co-administration of ITZ increased the Cmax, AUC336 hr, and t1/2,z of ARIPIPRAZOLE and OPC-14857 by 19.4%, 48.0%, and 18.6% and by 18.6%, 38.8%, and 53.4%, respectively. By co-administration of ITZ, the CL/F of ARIPIPRAZOLE in extensive metabolizers was decreased by 26.6%, with an even greater decrease (47.3%) in intermediate metabolizers. For the co-administration period, the CL/F of ARIPIPRAZOLE in intermediate metabolizers was about half of that in extensive metabolizers. For Cmax, there was no significant difference between extensive metabolizers and intermediate metabolizers, and the percent change by co-administration of ITZ was less than 20% in both extensive metabolizers and intermediate metabolizers. For OPC-14857, the t(max) in intermediate metabolizers was longer than that in extensive metabolizers, with the difference being amplified by co-administration of ITZ. The AUC336 hr showed similar increases by co-administration of ITZ in all genotypes. The urinary 6beta-hydroxycortisol/cortisol concentration ratio following ITZ administration for 7 consecutive days was about half of that before the start of ITZ administration, indicating that CYP3A4 metabolic activity was inhibited by administration of ITZ. The influence of CYP3A4 inhibition on the pharmacokinetics of ARIPIPRAZOLE was not considered to be clinically significant. On the other hand, definite differences in pharmacokinetics were observed between CYP2D6 genotypes. "
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/573	clarithromycin_substrate_of_cyp3a4	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01211	http://purl.obolibrary.org/obo/PR_000006130		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/clarithromycin_substrate_of_cyp3a4.html	DIKB	"10/20/2007 08:21:46
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/682	support	http://www.ncbi.nlm.nih.gov/pubmed/9152603	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem	"
Enzyme system: human liver microsomes 

NADPH added: yes 

inhibitor used: ketoconazole 

reaction: 
clarithromycin --&gt; 14-(R)-hydroxylase-clarithromycin clarithromycin --&gt; 14-N-demethylase-clarithromycin 

description: clarithromycin oxidative metabolism was nearly completely wiped out by the addition of this selective inhibitor "
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/573	clarithromycin_substrate_of_cyp3a4	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01211	http://purl.obolibrary.org/obo/PR_000006130		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/clarithromycin_substrate_of_cyp3a4.html	DIKB	"10/20/2007 08:39:39
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/683	support	http://www.ncbi.nlm.nih.gov/pubmed/12124305	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_ID_Cyp450_Hum_Recom	"
Enzyme system: recombinant human enzymes in Supersomes

NADPH added: yes

inhibitor used: no

This study showed the formation of both 14-(R)-hydroxylase-clarithromycin and  14-N-demethylase-clarithromycin in a recombinant cyp3a4 Supersome system"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/577	perphenazine_substrate_of_cyp2d6	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00850	http://purl.obolibrary.org/obo/PR_000006121		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/perphenazine_substrate_of_cyp2d6.html	DIKB	"06/15/2009 14:27:57
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/687	support	http://www.ncbi.nlm.nih.gov/pubmed/11136295	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem	"
Enzyme system: human liver microsomes:

NADPH added: yes

inhibitor used: ketoconazole

reaction: perphenazine N-dealkylation

Quote: 
To identify the human cytochrome P450 (CYP) isoforms mediating the N-dealkylation of the antipsychotic drug perphenazine in vitro and estimate the relative contributions of the CYP isoforms involved. METHODS: cDNA-expressed CYP isoforms were used to identify the isoforms that are able to mediate the N-dealkylation of perphenazine, which is considered a major metabolic pathway for the drug. Using human liver microsomal preparations (HLM), inhibition studies were carried out to establish the relative contributions of the CYP isoforms involved in the N-dealkylation reaction... Ketoconazole inhibition of N-dealkylation mediated by a mixed HLM indicated that CYP3A4 accounted for about 40% of perphenazine N-dealkylation at therapeutically relevant concentrations.The contribution of the CYP isoforms 1A2, 2C19 and 2D6 amounted to 20-25% each as measured by the percentage inhibition obtained by addition of furafylline, fluvoxamine or quinidine, respectively.

"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/577	perphenazine_substrate_of_cyp2d6	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00850	http://purl.obolibrary.org/obo/PR_000006121		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/perphenazine_substrate_of_cyp2d6.html	DIKB	"06/15/2009 16:31:59
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/688	support	http://www.ncbi.nlm.nih.gov/pubmed/11136295	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_ID_Cyp450_Hum_Recom	"
Enzyme system: recombinant human CYP enzymes in baculovirus-infected insect cells

NADPH added: yes 

Quote:
cDNA-expressed CYP isoforms were used to identify the isoforms that are able to mediate the N-dealkylation of perphenazine, which is considered a major metabolic pathway for the drug. Using human liver microsomal preparations (HLM), inhibition studies were carried out to establish the relative contributions of the CYP isoforms involved in the N-dealkylation reaction. RESULTS: CYP isoforms 1A2, 3A4, 2C8, 2C9, 2C18, 2C19 and 2D6 were able to mediate the N-dealkylation of perphenazine. Reaction velocities and their relative abundance in HLM suggested that CYP1A2, 3A4, 2C19 and 2D6 were the most important contributors to N-dealkylation. Apparent Km values of CYP1A2 and CYP2D6 were in the range 1-2 microM, and Km values of CYP2C19 and CYP3A4 were 14 microM and 7.9 microM, respectively."
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/577	perphenazine_substrate_of_cyp2d6	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00850	http://purl.obolibrary.org/obo/PR_000006121		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/perphenazine_substrate_of_cyp2d6.html	DIKB	"06/16/2009 18:11:05
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/689	support	http://www.ncbi.nlm.nih.gov/pubmed/9333110	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
route of administration: oral

study duration: single dose of perphenazine (0.11 mg/kg orally) or placebo following a randomized double-blind design. Perphenazine plasma concentrations and effects were assessed for a period of 8 hours. Subsequently, subjects were treated with a standard therapeutic dose of paroxetine (20 mg/day orally) for 10 days and test sessions with perphenazine and placebo were repeated.

population: 8 adults (5 female, 3 male); all CYP2D6 EMs as determined by the dextromethorphan metabolite ration

ages: 21 - 49

Description: 
Paroxetine treatment resulted in a twofold to 21-fold decrease in CYP2D6 activity (p &lt; 0.001). After pretreatment with paroxetine, perphenazine peak plasma concentrations increased twofold to 13-fold (p &lt; 0.01). This was associated with a significant increase in central nervous system side effects of perphenazine, including oversedation, extrapyramidal symptoms, and impairment of psychomotor performance and memory (p &lt; 0.05). 
"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/577	perphenazine_substrate_of_cyp2d6	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00850	http://purl.obolibrary.org/obo/PR_000006121		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/perphenazine_substrate_of_cyp2d6.html	DIKB	"06/20/2009 12:43:54
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/690	support	http://www.ncbi.nlm.nih.gov/pubmed/17429316	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_CT_PK_Genotype	"

route of administration: oral

study duration: single-dose of perphenazine (0.1mg/kg)

population: 22 healthy, non-smoking, adult males of chinese ancestry

tested for known CYP450 polymorphisms? yes...&quot;DNA samples from all participants were genotyped for
CYP2D6*10 and CYP2D6*5 using a nested and allele-
specific PCR-restriction fragment length polymorphism
analysis as described previously [34,35]. Alleles not being CYP2D6*5 or CYP2D6*10 were called CYP2D6*1. Geno-
typing for these three alleles has been shown in the past to be adequate for a reliable determination of CYP2D6 genotypes in Asians [8,15,34,35]. The invest igators did not have access to data on CYP2D6 genotype during ascertainment of the pharmacological phenotypes (i.e. perphenazine and prolactin concentration data); genotyping was also performed blind to the prolactin or plasma concentration data.&quot;

ages: 21 - 50

description:
&quot;In volunteers with CYP2D6*10/CYP2D6*10 genotype, the mean area under curve (AUC0-6) for perphenazine concentration was 2.9-fold higher than those who carry the CYP2D6*1 allele (P&lt;0.01).&quot;

"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/577	perphenazine_substrate_of_cyp2d6	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00850	http://purl.obolibrary.org/obo/PR_000006121		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/perphenazine_substrate_of_cyp2d6.html	DIKB	"09/28/2009 12:08:09
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/691	support	http://www.ncbi.nlm.nih.gov/pubmed/8689810	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_CT_PK_Genotype	"
route of administration: oral

study duration: During a 1-year period a blood sample was taken for genotyping together with blood for serum monitoring. Blood samples were taken from 151 patients

population: patients undergoing therapeutic drug monitoring of orally-administered perphenazine. The analysis included 56 EMs and 3 PMs taking a drug that could potentially affect perphenazine metabolism, 32 EMs and 6 PMs taking a no drug known to affect perphenazine metabolism. All PMs were grouped for analysis since they did not carry a functional CYP2D6 allele.

tested for known CYP450 polymorphisms? yes, genotyping found 142 CYP2D6 extensive metabolizers (EM) and 9 poor metabolizers (PM)

ages: 12 - 75; median of 38 years

description:
The poor metabolizer group had the highest median steady-state serum concentration value (0.195 nmol/L per milligram), which was about twice the value of the extensive metablolizer group without potentially interacting medicine (0.098 nmol/L per milligram; p &lt; 0.01)

"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/580	tamoxifen_substrate_of_cyp2d6	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00675	http://purl.obolibrary.org/obo/PR_000006121		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/tamoxifen_substrate_of_cyp2d6.html	DIKB	009242009	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/694	support	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/407a372d-4448-4d53-afd4-eb0e74bbc336	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"
Metabolism

Tamoxifen is extensively metabolized after oral administration. N-desmethyl tamoxifen is the major metabolite found in patientsâ€™ plasma. The biological activity of N-desmethyl tamoxifen appears to be similar to that of tamoxifen. 4-Hydroxytamoxifen and a side chain primary alcohol derivative of tamoxifen have been identified as minor metabolites in plasma. Tamoxifen is a substrate of cytochrome P-450 3A, 2C9 and 2D6, and an inhibitor of P-glycoprotein."
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/588	mirtazapine_substrate_of_cyp2b6	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00370	http://purl.obolibrary.org/obo/PR_000006116		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/mirtazapine_substrate_of_cyp2b6.html	DIKB							
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/591	zolpidem_substrate_of_cyp3a5	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00425	http://purl.obolibrary.org/obo/PR_000006132		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/zolpidem_substrate_of_cyp3a5.html	DIKB	"11/09/2009 12:48:23
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/708	support	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/de965605-268a-4479-86f7-84de949cf36f	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"
Drugs that affect drug metabolism via cytochrome P450:
Some compounds known to inhibit CYP3A may increase exposure to zolpidem. The effect of inhibitors of other P450 enzymes has not been carefully evaluated."
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/592	zolpidem_substrate_of_cyp3a4	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00425	http://purl.obolibrary.org/obo/PR_000006130		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/zolpidem_substrate_of_cyp3a4.html	DIKB	"11/09/2009 12:45:49
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/709	support	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/de965605-268a-4479-86f7-84de949cf36f	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"
Drugs that affect drug metabolism via cytochrome P450:
Some compounds known to inhibit CYP3A may increase exposure to zolpidem. The effect of inhibitors of other P450 enzymes has not been carefully evaluated.

A randomized, double-blind, crossover interaction study in ten healthy volunteers between itraconazole (200 mg once daily for 4 days) and a single dose of zolpidem tartrate (10 mg) given 5 hours after the last dose of itraconazole resulted in a 34% increase in AUC0-inf of zolpidem tartrate. There were no significant pharmacodynamic effects of zolpidem on subjective drowsiness, postural sway, or psychomotor performance."
